Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår,Sphericity (mesh),Fill-ratio (mesh),Inertia-ratio (mesh),"Kompleksitet (mesh, log10 v/a)",Konveks hylster-volum (m³)
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O321995_bguw.png,1840.0,"Bjørk, Tekstil","[AI] Beiset og lakkert bjørk med dreid dekor på ryggspiler og ben, polstret sete trukket med mønstret tekstil.",https://collections.vam.ac.uk/item/O321995/,O321995,England,ukjent,1860.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O321995.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU5239/full/!800,800/0/default.jpg",,,,Historisme,,34.9,1840-1860,28.6,59.1,Stol,1800-talet,0.8077719531870778,0.6848131087387611,0.4668957323246891,4.669979392767852,1.724358843578606
High chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O322002_bguw.png,1780.0,"Lær, Mahogni","[AI] Lakkert mahogni med dreid og skåret dekor, polstret sete trukket med lær.",https://collections.vam.ac.uk/item/O322002/,O322002,England,Unknown,1800.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O322002.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2010ED1769/full/full/0/default.jpg,,,,Nyklassisisme,,0.0,1780-1800,0.0,0.0,Barnestol,1700-talet,0.7775340781880028,0.6348702988783796,0.3496632287449631,4.627059942927836,1.3664053296091272
Pair of chairs (Pel),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O322047_bguw.png,1930.0,"Maling, Stålrør, Tekstil","[AI] Helpolstret stol trukket med mønstret tekstil, understell av hvitmalt stålrør.",https://collections.vam.ac.uk/item/O322047/,O322047,England,Pel,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O322047.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JA4707/full/full/0/default.jpg,,,,Art Deco / Tidleg modernisme,,57.2,ca. 1930,52.1,66.0,Stol,1900-talet,0.8868593393123669,0.703592215078038,0.6841586131160105,5.62652787831358,0.1462393943242605
Windsor chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O326321_bguw.png,1780.0,"Alm, Ask","[AI] Dreid og skåret bøk, ask og alm med formskåret sete og gjennombrutt dekor i ryggspilen.",https://collections.vam.ac.uk/item/O326321/,O326321,England,ukjent,1820.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O326321.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2014HC9396/full/full/0/default.jpg,,,,Empire,,55.2,1780-1820,40.6,90.2,Stol,1700-talet,0.8327559676180857,0.6897021770790323,0.4664177597332329,5.357279451073448,0.1576884510858777
Bench (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O326669_bguw.png,1710.0,"Alm, Eik","[AI] Skåret eik og alm, overflatebehandlet med voks eller lakk. Benken har panelert rygg, skåret dekor med skjellmotiv og volutter, samt krumme ben.",https://collections.vam.ac.uk/item/O326669/,O326669,England,ukjent,1730.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O326669.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU1963/full/!800,800/0/default.jpg",,,,Rokokko,,217.0,1710-1730,75.0,44.0,Benkestol,1700-talet,0.3602510428904156,0.4460495338600191,0.2823841371296908,5.874000164329526,0.0015932509764582
Chair (Bath Cabinet Makers),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O326737_bguw.png,1927.0,"Skumplast, Tekstil, Tre, Ull","[AI] Lakkert tre med tverrspiler i ryggen, polstret sete trukket med ulltekstil.",https://collections.vam.ac.uk/item/O326737/,O326737,England,Bath Cabinet Makers,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O326737.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2018KX3651/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,46.4,ca. 1927,41.9,86.4,Stol,1900-talet,0.7851634181706124,0.6158612668629466,0.4958657437781525,4.63249124241286,1.7448767731871346
Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O326738_bguw.png,1927.0,"Bjørk, Ull",[AI] Lakkert bjørk med polstret sete trukket med blått ullstoff.,https://collections.vam.ac.uk/item/O326738/,O326738,England,Bath Cabinet Makers,1927.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O326738.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2018KX3627/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,46.4,1927,41.9,86.4,Stol,1900-talet,0.7954102521873376,0.6411608304727571,0.5143693818981041,5.353470343589352,0.154336419711771
Chair (Bath Cabinet Makers),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O326739_bguw.png,1927.0,"Bøk, Ull","[AI] Lakkert bøk, rygg med vannrette sprosser, polstret sete trukket med ull.",https://collections.vam.ac.uk/item/O326739/,O326739,England,Bath Cabinet Makers,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O326739.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2018KX3631/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,46.4,ca. 1927,41.9,86.4,Stol,1900-talet,0.7945084240721662,0.6390251725036276,0.4974903161054568,4.632498880053381,1.6662185690515086
"Armchair (Utzon, Jørn)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O330170_bguw.png,1967.0,"Aluminium, Gummi, Ull",Ramme av anodisert ekstrudert aluminium med trekanta profil; puter av formstøypt skumgummi; vove ullstoff,https://collections.vam.ac.uk/item/O330170/,O330170,Denmark,"Utzon, Jørn",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O330170.glb,0.0,Danmark,"https://framemark.vam.ac.uk/collections/2018KX1601/full/!800,800/0/default.jpg",,,,Modernisme / Midtjahrhundre,,74.0,1967,124.0,23.0,Armstol,1900-talet,0.8388547553876191,0.7928098190224387,0.4968972142007035,4.661605144771181,2.3183449219656365
"Armchair (Lutyens, Edwin Landseer (Sir))",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O33751_bguw.png,1902.0,"Ask, Strå","Ask, med sivsete",https://collections.vam.ac.uk/item/O33751/,O33751,High Wycombe,"Lutyens, Edwin Landseer (Sir)",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O33751.glb,0.0,,"https://framemark.vam.ac.uk/collections/2006AT8024/full/!800,800/0/default.jpg",,,,Jugend/Art Nouveau,,64.0,1902,55.0,97.8,Armstol,1900-talet,0.8211681946649253,0.6867529947609943,0.561412065106619,4.665070622791634,2.038962302328873
Rossetti chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O33770_bguw.png,1880.0,"Bøk, Strå","Svartbeisa bøk, med raudmåla dekor og sivsete",https://collections.vam.ac.uk/item/O33770/,O33770,London,"Rossetti, Dante Gabriel",1880.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O33770.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AT7906/full/!800,800/0/default.jpg",,,,Viktorianisme,,49.5,1880,53.0,88.8,Stol,1800-talet,0.8146153266432086,0.6666361753907721,0.3982149160383017,4.661497611962913,1.4204149161117436
"Chair (Cottingham, Lewis Nockalls)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O34058_bguw.png,1844.0,"Eik, Plysj","Eik, med trekk av stempla plysj",https://collections.vam.ac.uk/item/O34058/,O34058,England,"Cottingham, Lewis Nockalls",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O34058.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AM9240/full/full/0/default.jpg,,,,Historisme,,55.5,1844,55.5,105.0,Stol,1800-talet,0.7913790721928996,0.6974550286127025,0.4684585710237162,5.223055579117778,0.2228738069260207
Dining chair (F.L. Wright),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O34059_bguw.png,1902.0,"Eik, Lær","Beisa eik, lærpolstring",https://collections.vam.ac.uk/item/O34059/,O34059,Chicago,"Wright, Frank Lloyd",,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O34059.glb,,,"https://framemark.vam.ac.uk/collections/2011EX8409/full/!800,800/0/default.jpg",,,,Jugend/Art Nouveau,,43.3,1902,45.8,141.5,Spisestol,1900-talet,0.6890355744020906,0.6446884494112938,0.1860102979727251,4.624373868669883,0.4703958382730934
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O34060_bguw.png,1830.0,"Fløyel, Tre",Skore og forgylte tredelar med fløyelspolstring,https://collections.vam.ac.uk/item/O34060/,O34060,England,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O34060.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2016JF0219/full/!800,800/0/default.jpg",,,,Historisme,,0.0,ca. 1830,0.0,0.0,Armstol,1800-talet,0.8238920807882647,0.6492989956656958,0.5780746603734738,4.6497561507290905,1.8626280302324123
Chaise longue (Le Corbusier),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O34133_bguw.png,1928.0,"Gummi, Metall, Skinn, Stål","Krombelagt stålrøyr, måla metallplate, metallfjører, gummi og polstring av hestehud",https://collections.vam.ac.uk/item/O34133/,O34133,Paris,Le Corbusier,1929.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O34133.glb,0.0,Frankrike,"https://framemark.vam.ac.uk/collections/2006AU2652/full/!800,800/0/default.jpg",,,,Modernisme,,53.5,1928-1929,0.0,84.0,Stol,1900-talet,0.7671882992868924,0.6004424118320593,0.2390807521143542,4.695958074478961,0.7162597920361341
"Chair (Belter, John Henry)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O34903_bguw.png,1860.0,"Eik, Nøttetre, Palisander, Papir","Formpressa, sju-lags rygg finert med rosentre (dei indre finer laga er truleg eik eller svart valnøtt), med utskoren rosentredekor rundt toppstykket, papir; bein samansette av delar i massivt rosentre; eikeramme",https://collections.vam.ac.uk/item/O34903/,O34903,New York,"Belter, John Henry",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O34903.glb,0.0,Anna,https://framemark.vam.ac.uk/collections/2016JH8267/full/full/0/default.jpg,,,,Viktorianisme,,47.0,ca. 1860,45.7,93.3,Stol,1800-talet,0.8110359181054142,0.5274344635822268,0.4231821469112409,5.372257751464349,0.132082683445189
"Armchair (Rothbart, Ferdinand)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O34913_bguw.png,1851.0,"Eik, Furu, Messing, Ull","Skoren eik og furu, polstring av ullplysj og ullduskar, naglane i messing",https://collections.vam.ac.uk/item/O34913/,O34913,Coburg,"Rothbart, Ferdinand",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O34913.glb,0.0,,"https://framemark.vam.ac.uk/collections/2006AP4359/full/!800,800/0/default.jpg",,,,Historisme,,152.4,ca. 1851,73.7,116.8,Armstol,1800-talet,0.7639652316640649,0.5202534509184703,0.2910898186679316,4.6587204006700444,0.6594760193772302
Armchair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O350228_bguw.png,1969.0,"Plysj, Skumplast, Tre","[AI] Helpolstret lenestol med innvendig ramme av tre, polstring av skumplast og trekk av rød plysj med karakteristiske radierende dekorsømmer.",https://collections.vam.ac.uk/item/O350228/,O350228,Italy,"Bartoli, Carlo",1969.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O350228.glb,0.0,Italia,"https://framemark.vam.ac.uk/collections/2018KW9693/full/!800,800/0/default.jpg",,,,Modernisme / Midtjahrhundre,,73.5,1969,83.0,41.5,Armstol,1900-talet,0.8740801265443257,0.7741621120506147,0.78284034896826,6.013503848525846,0.0474963540458548
"Stool (Kendell & Co., John)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O350681_bguw.png,1840.0,"Furu, Mahogni, Silke, Ull","mahogany and pine, damask, wool and silk embroidery",https://collections.vam.ac.uk/item/O350681/,O350681,Leeds,"Kendell & Co., John",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O350681.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2017JW4302/full/full/0/default.jpg,,,,Historisme,,41.0,ca. 1840,0.0,47.5,Krakk,1800-talet,0.0943489211175949,0.9294668905499258,0.2341266265929071,5.827763622200827,0.0003275650128261
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368573_bguw.png,1710.0,"Metall, Nøttetre, Tre, Ull","[AI] Skåret og polert nøttetre, H-formet tverrsprosse, polstret og trukket med billedvev i ull, kantet med metallnagler.",https://collections.vam.ac.uk/item/O368573/,O368573,England,ukjent,1730.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368573.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2011EX0880/full/!800,800/0/default.jpg",,,,Rokokko,,71.5,1710-1730,80.0,37.0,Armstol,1700-talet,0.8066709732653214,0.591561952680221,0.462870407132992,4.645622672080116,1.958657776423984
Set of chairs (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368602_bguw.png,1870.0,"Maling, Tekstil, Tre","[AI] Svartmalt tre med skåret dekor og malte detaljer. Rygg med gjennombrutt motiv, polstret sete trukket med tekstil.",https://collections.vam.ac.uk/item/O368602/,O368602,England,ukjent,1880.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368602.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2014HD2243/full/!800,800/0/default.jpg",,,,Viktorianisme,,38.7,1870-1880,0.0,43.2,Stol,1800-talet,0.8131312732166178,0.5659866886693741,0.3871857375696174,4.662105595867419,1.0324140284387864
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368603_bguw.png,1750.0,"Mahogni, Tekstil",Skoren mahogni; grønt toppdekkje av damask.,https://collections.vam.ac.uk/item/O368603/,O368603,england,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368603.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2015HP3698/full/!800,800/0/default.jpg",,,,Nyklassisisme,,60.0,1750-1775,56.0,91.0,Stol,1700-talet,0.7967108563240844,0.6467093184404359,0.5712540839140782,4.6420367619387495,1.989987864511647
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368607_bguw.png,1860.0,"Lær, Palisander","Skore rosentre, setet av bartre, med panel av stempla lær",https://collections.vam.ac.uk/item/O368607/,O368607,Portugal,unknown,1900.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368607.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AT7751/full/full/0/default.jpg,,,,Historisme,,0.0,1860-1900,0.0,118.0,Armstol,1800-talet,0.7909744551014729,0.5355707831758914,0.4196321273191002,5.112878402455221,0.2591951710461233
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368608_bguw.png,1860.0,"Lær, Palisander, Tre","Rosentre, med skoren dekor; seteramma av bartre, setet trekt i stempla lær",https://collections.vam.ac.uk/item/O368608/,O368608,Portugal,unknown,1900.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368608.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AT7752/full/full/0/default.jpg,,,,Historisme,,0.0,1860-1900,0.0,44.0,Armstol,1800-talet,0.8010747136419043,0.578762475803095,0.415955752305468,5.973900206727551,0.0129537218483167
"Chair (Morrison, Jasper)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368624_bguw.png,1994.0,"Bjørk, Finer",[AI] Klarlakkert bjørk med sete av mørk finer.,https://collections.vam.ac.uk/item/O368624/,O368624,Udine,"Morrison, Jasper",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368624.glb,0.0,,https://framemark.vam.ac.uk/collections/2018KW9924/full/full/0/default.jpg,,,,Postmodernisme,,39.0,1994,47.0,80.0,Stol,1900-talet,0.7783507104095495,0.8032506604072326,0.4344254879785521,5.398397152476746,0.0965507620798434
Armchair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368625_bguw.png,1994.0,"Kunstlær, Metall, Tre","[AI Forslag: Tre (95%): Hele rammen, benene, ryggstøtten og armlenene er laget av lyst treverk. Det kan være en type løvtre som Bøk eller Lønn gitt fargen og kornet, men 'Tre' er det sikreste generelle valget.; Lønn (80%): Det lyse, relativt jevne kornet på treverket er veldig typisk for Lønn (Maple), spesielt brukt i moderne/funksjonalistiske møbler.; Kunstlær (90%): Seteputen har en jevn, matt rød overflate som ligner på dekket med et slitesterkt materiale, sannsynligvis kunstlær (eller muligens Lær/Polyuretan), brukt ofte på offentlige/kantinemøbler.; Metall (85%): Det er synlige metallfester (muligens stål eller aluminium) som holder armlenene til rammen.; Stål (70%): Gitt at det er brukt metallfester, er Stål et vanlig og sterkt materiale for slike skjulte beslag og pinner.]",https://collections.vam.ac.uk/item/O368625/,O368625,Udine,"Morrison, Jasper",1994.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368625.glb,0.0,Italia,"https://framemark.vam.ac.uk/collections/2018KW9720/full/!800,800/0/default.jpg",,,,Postmodernisme,,54.0,1994,47.0,46.0,Armstol,1900-talet,0.8194250652196199,0.6903218574884691,0.4358261665094762,5.899474656395141,0.0223324642435413
Desk chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368630_bguw.png,1895.0,"Løvtre, Tre","[AI Forslag: Tre (98%): Hele konstruksjonen av stolen (ramme, rygg, armlener, ben og sete) ser ut til å være laget av treverk, sannsynligvis et løvtre gitt fargen og profilen på bena (dreide og riflete).; Løvtre (90%): Stolen har en relativt mørk, rik trefarge og detaljert utskjæring (rifling på bena), noe som er typisk for hardere løvtrær brukt i antikke/historiske møbler (f.eks. eik, bøk, mahogni eller valnøtt, som faller under kategorien Løvtre).; Finer (60%): Selv om hovedkonstruksjonen er massivt tre, er det en mulighet for at visse deler, spesielt ryggstykket, kunne være laget av finer, selv om det er vanskelig å bekrefte kun fra bildet. Det dominerende materialet er likevel massivt tre.; Metall (75%): Det er synlige små elementer på enden av forbeina, som ser ut som hjul eller beslag, sannsynligvis laget av metall (f.eks. messing eller jern, men 'Metall' er det mest generelle alternativet fra listen for disse små delene, eventuelt hjul for flytting).]",https://collections.vam.ac.uk/item/O368630/,O368630,England,ukjent,1895.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368630.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2016JA4683/full/!800,800/0/default.jpg",,,,Viktorianisme,,63.0,1895,47.0,81.3,Stol,1800-talet,0.8452875438054133,0.5975653704212228,0.5362216753914548,4.683995886940965,2.3419352042571315
Lanarth Windsor armchair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368643_bguw.png,1979.0,"Maling, Tre","[AI] Malt tre med dreide ben og ryggspiler, formskåret sete.",https://collections.vam.ac.uk/item/O368643/,O368643,England,John Bonython,,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368643.glb,,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KC2306/full/!800,800/0/default.jpg",,,,Postmodernisme,,58.0,1979,50.0,94.0,Armstol,1900-talet,0.8072615455579375,0.6517643446732254,0.4831096806541459,4.672086123334933,1.842485420652096
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368647_bguw.png,1850.0,"Mahogni, Skinn, Stål","[AI] Polert mahogni med dreide og riflede forben. Polstret sete og rygg trukket med skinn, festet med prydnagler av stål.",https://collections.vam.ac.uk/item/O368647/,O368647,England,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368647.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KX0664/full/full/0/default.jpg,,,,Historisme,,50.5,ca. 1850,50.0,93.0,Stol,1800-talet,0.8113801648227473,0.6003081234417024,0.5052713438837274,5.305335704668896,0.1883332394965667
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368648_bguw.png,1890.0,"Mahogni, Metall, Skinn, Strie","[AI] Mahogni med dreid dekor, polstret sete og rygg trukket med skinn, festet med metallnagler, underspenn av strie.",https://collections.vam.ac.uk/item/O368648/,O368648,England,ukjent,1890.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368648.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2018KX0659/full/!800,800/0/default.jpg",,,,Viktorianisme,,49.5,1890,49.0,94.0,Stol,1800-talet,0.8133514798946544,0.5320782925915855,0.6667463346106443,5.231459060906239,0.4585518654070935
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368659_bguw.png,1690.0,"Nøttetre, Rotting","Nøttetre, dreidd, med spanskrøyrfletting",https://collections.vam.ac.uk/item/O368659/,O368659,England,ukjent,1705.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368659.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2015HJ6076/full/!800,800/0/default.jpg",,,,Barokk,"Dreiing, Fletting",49.5,1690-1705,63.0,120.0,Stol,1600-talet,0.736915259567388,0.6148928153099413,0.2848116140984856,4.669398293208373,0.84759811332365
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368662_bguw.png,1688.0,Nøttetre,Skoren og dreidd valnøtt,https://collections.vam.ac.uk/item/O368662/,O368662,England,ukjent,1688.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368662.glb,,Storbritannia,https://framemark.vam.ac.uk/collections/2015HJ6176/full/full/0/default.jpg,,,,Barokk,,60.0,1688,43.0,41.5,Armstol,1600-talet,0.776676309337477,0.5974245068959385,0.3916984100445448,6.038742088369718,0.0108122161859264
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368670_bguw.png,1685.0,"Nøttetre, Rotting","Nøttetre, skore, med spanskrøyrfletting",https://collections.vam.ac.uk/item/O368670/,O368670,England,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368670.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU2028/full/!800,800/0/default.jpg",,,,Barokk,"Fletting, Skjæring",49.5,1685-1700,63.0,120.0,Stol,1600-talet,0.7109576684803307,0.3349373732576993,0.5201424902596619,5.075986997542605,0.3737466053803555
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368671_bguw.png,1685.0,"Nøttetre, Rotting","carved walnut, caned seat and back",https://collections.vam.ac.uk/item/O368671/,O368671,England,Unknown,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368671.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2017JU2028/full/full/0/default.jpg,,,,Barokk,,49.5,1685-1700,54.0,47.0,Stol,1600-talet,0.1181927956977085,0.4666557196458341,0.3225160329640718,5.824597441225967,0.000683345993831
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368672_bguw.png,1685.0,"Nøttetre, Rotting","Skore nøttetre, med spanskrøyra sete og rygg",https://collections.vam.ac.uk/item/O368672/,O368672,England,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368672.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU2028/full/!800,800/0/default.jpg",,,,Barokk,"Fletting, Skjæring",49.5,1685-1700,54.0,47.0,Stol,1600-talet,,,,,
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368673_bguw.png,1685.0,"Nøttetre, Rotting","carved walnut, caned seat and back",https://collections.vam.ac.uk/item/O368673/,O368673,England,Unknown,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368673.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2015HJ6132/full/full/0/default.jpg,,,,Barokk,,49.5,1685-1700,54.0,47.0,Stol,1600-talet,0.7382792225395517,0.636485861041634,0.2814838735948193,5.915376406822624,0.0102074266897044
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368674_bguw.png,1693.0,"Nøttetre, Rotting","Skoren valnøtt, fletta sete og rygg",https://collections.vam.ac.uk/item/O368674/,O368674,England,ukjent,1693.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368674.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2015HJ6122/full/!800,800/0/default.jpg",,,,Barokk,,49.5,1693,54.0,54.0,Stol,1600-talet,,,,,
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368675_bguw.png,1693.0,"Nøttetre, Rotting","Skoren valnøtt, med fletta sete og rygg",https://collections.vam.ac.uk/item/O368675/,O368675,England,ukjent,1693.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368675.glb,,Storbritannia,"https://framemark.vam.ac.uk/collections/2015HJ6113/full/!800,800/0/default.jpg",,,,Barokk,,60.0,1693,68.5,42.0,Armstol,1600-talet,0.7867755111263436,0.6121641201211452,0.412355160353192,6.027170467076232,0.0128435674269586
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368690_bguw.png,1670.0,"Nøttetre, Rotting","Valnøtt, dreidd, skoren og samanføygd, med panel av flettverk",https://collections.vam.ac.uk/item/O368690/,O368690,The Netherlands,ukjent,1680.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368690.glb,0.0,,https://framemark.vam.ac.uk/collections/2015HP3687/full/full/0/default.jpg,,,,Barokk,,64.0,1670-1680,64.0,46.5,Armstol,1600-talet,0.778986510469603,0.6812783803104532,0.4378492301927449,5.92662236187172,0.0173542143258753
